抛弃,abandon
是,constitue
社会主义,socialiste
社会主义,socialiste
科,section
想要,voulons
说明,illustrer
原则,principes
导言,introduction
仅仅,uniquement
动态,dynamiques
离开,laissant
旁边,coté
暂时,temporairement
信息,d'informations
利用,exploitent
已制成的,faites
常规,classiques
