算盘,abacus
流浪,rove
吵闹的,rowdy
皇室,royalty
强韧的,rubbery
碎石,rubble
红润的,rubicund
皱褶,ruck
背包,rucksack
船舵,rudder
红润的,ruddy
初步的,rudimentary
基础知识,rudiments
后悔,rue
后悔的,rueful
恶棍,ruffian
变皱,ruffle
反刍的,ruminant
反刍,ruminate
沉思默想的,ruminative
翻寻,rummage
弄皱,rumple
破裂,rupture
乡村的,rural
乡村的,rustic
过乡间生活,rusticate
偷牛贼,rustler
黑貂,sable
阴谋破坏,sabotage
军刀,sabre
糖精,saccharin
粗布袋,sack
圣礼,sacrament
神圣的,sacred
亵渎神圣的,sacrilegious
神圣不可侵犯的,sacrosanct
鞍,saddle
狩猎旅行,safari
防卫措施,safeguard
下陷,sag
英勇故事,saga
聪明的,sagacious
聪慧,sagacity
好色的,salacious
好色,salacity
显著的,salient
含盐的,saliferous
唾液,saliva
柳树,sallow
鲑鱼,salmon
有益健康的,salubrious
有益的,salutary
致敬,salutation
抢救,salvage
得救,salvation
药膏,salve
刺绣花样,sampler
疗养院,sanatorium
伪装虔诚的,sanctimonious
批准,sanction
圣堂,sanctuary
圣地,sanctum
神志清楚的,sane
神志清楚,sanity
沉着,sangfroid
有血的,sanguinary
充满希望的,sanguine
卫生的,sanitary
卫生,sanitation
树液,sap
没有无气的,sapless
有智慧的,sapient
贤明,sapience
树苗,sapling
青玉,sapphire
讥讽,sarcasm
讽剌的,sarcastic
讽刺的,sardonic
裁缝的,sartorial
腰带,sash
穷凶极恶的,satanic
使心满意足,sate
使饱足,satiate
饱足,satiety
光滑的,satiny
讽剌,satire
讽剌的,satirical
纵情狂欢,saturnalia
忧郁的,saturnine
闲逛,saunter
凶猛的,savage
热带或亚热带之大草原,savanna
博学之士,savant
味道,savor
锯屑,sawdust
创口上所结的疤,scab
粗糙的,scabrous
鞘,scabbard
大量,scads
脚手架,scaffold
烫,scald
滚烫的,scalding
鱼鳞,scale
头皮,scalp
外科手术刀,scalpel
奔跑,scamper
丑闻,scandal
丢脸的,scandalous
不足的,scant
害怕的,scared
围巾,scarf
悬崖,scarp
损害,scathe
苛刻的,scathing
寻觅,scavenge
食腐动物,scavenger
剧情说明书,scenario
气味,scent
怀疑的,sceptical
权杖,sceptre
扼要的,schematic
扼要表示,schematize
阴谋,scheme
组织分裂,schism
分裂的,schismatic
一点,scintilla
闪烁流露机智,scintillate
才气横溢的,scintillating
嫩芽,scion
嘲笑,scoff
烤焦,scorch
酷热的,scorching
乐谱,score
轻蔑瞧不起,scorn
蝎子,scorpion
镇压粉碎,scotch
擦洗,scour
鞭笞,scourge
攀登,scramble
小片碎屑废弃,scrap
刮擦擦掉,scrape
潦草地写,scrawl
冗长的演说,screed
螺丝起子,screwdriver
乱写乱涂,scribble
经文,scripture
卷轴,scroll
矮树丛,scrub
很可口的,scrumptious
顾忌迟疑,scruple
谨慎小心的细心的,scrupulous
详细检查,scrutinize
疾行,scud
混战,scuffle
雕刻,sculpt
下流的恶言毁谤的,scurrilous
急跑,scurry
卑鄙的可鄙的,scurvy
急赶疾走,scuttle
大镰刀,scythe
航海的,seafaring
缝接缝,seam
女裁缝,seamstress
黑暗的恶劣的,seamy
烧灼,sear
灼热的,searing
海景,seascape
调味品佐料,seasoning
正式脱离或退出,secede
脱离退出,secession
和别人隔离,seclude
隐遁的隔绝的,secluded
隐遁,seclusion
好隐居的,seclusive
秘书的文书的,secretarial
分泌,secrete
派系,sect
世俗的尘世的,secular
安静的镇静的,sedate
镇静的,sedative
久坐的,sedentary
沉淀物,sediment
煽动叛乱,sedition
煽动性的,seditious
勾引诱惑,seduce
诱人的有魅力的,seductive
聚精会神的勤勉的,sedulous
幼苗,seedling
渗漏,seep
沸腾,seethe
部分,segment
隔离,segregate
拉网,seine
地震的,seismic
坚持己见,self-assertion
沉着,self-possession
外貌,semblance
有创意的,seminal
神学院,seminary
衰老的老化的,senescent
年老的,senile
衰老,senility
知觉,sensation
耸人听闻的,sensational
肉欲的淫荡的,sensual
淫荡好色,sensuality
好说教的,sententious
有知觉的,sentient
哨兵,sentry
受感染的腐败的,septic
埋葬所,sepulcher
坟墓的,sepulchral
前后一贯的,sequacious
连续的,sequential
隐退,sequester
扣押,sequestrate
如天使般的,seraphic
干枯的,sere
夜曲,serenade
善于发掘新奇事物的天赋,serendipity
似蛇般绕曲的,serpentine
呈锯齿状的,serrated
奴性的,servile
切断,sever
切断,severance
排水沟,sewer
六分仪,sextant
破烂的,shabby
简陋的小屋,shack
脚镣,shackle
阴影,shade
矛柄,shaft
页岩,shale
轻舟,shallop
假货,sham
简陋的小木屋,shanty
碎片,shard
股东,shareholder
刨花,shavings
披肩,shawl
一捆一束,sheaf
剪,shear
大剪刀,shears
鞘套,sheath
流出,shed
光辉,sheen
搁置,shelve
县治安官,sheriff
陈旧语句,shibboleth
没有决断力的,shiftless
闪烁,shimmer
木瓦,shingle
整洁的,shipshape
造船者,shipwright
逃避,shirk
浅滩浅水处,shoal
劣质的,shoddy
推挤,shove
铲子铁锨铲,shovel
陈列品精品样品,showpiece
鲜艳的,showy
判断敏捷的,shrewd
尖叫,shriek
尖锐的剌耳的,shrill
神龛,shrine
收缩缩小,shrink
枯萎,shrivel
寿衣,shroud
耸肩,shrug
壳夹,shuck
拖步走,shuffle
避免,shun
使转到另一轨道,shunt
兄弟或姊妹,sibling
女预言家,sibyl
预言的,sibylline
恒星的,sidereal
令人捧腹大笑的,sidesplitting
侧身而行,sidle
包围,siege
筛,sieve
筛过滤,sift
筛子,sifter
基石,sill
淤泥淤沙,silt
猿的猴的类人猴,simian
直喻,simile
傻笑假笑,simper
假装,simulate
伪装的,simulated
同时发生的,simultaneous
挂名差事,sinecure
腱,sinew
多腱的,sinewy
烧焦,singe
卓越,singularity
不吉祥的,sinister
蜿蜒的,sinuous
啜饮,sip
汽笛,siren
炎热天气大热天,sizzler
一束,skein
怀疑的,skeptical
概略的,sketchy
不直的,skew
串肉杆用杆串好,skewer
轻舟,skiff
煎锅,skillet
节省花费,skimp
吝啬的,skimpy
吝啬鬼,skinflint
小战,skirmish
舞弊,skulduggery
头盖骨,skull
臭鼬,skunk
陡升,skyrocket
厚板,slab
松弛,slacken
炉渣,slag
解渴,slake
诽谤的,slanderous
倾斜斜面,slant
草率的马虎的,slapdash
石板,slate
流口水,slaver
杀,slay
长柄大锤,sledgehammer
光滑,sleek
巧妙手法,sleight
旋转,slew
投掷,sling
偷偷走动,slink
撕裂裂口,slit
滑动,slither
长条,sliver
口水,slobber
小帆船,sloop
邋遢的,sloppy
懒惰,sloth
蜕皮,slough
不修边幅的人,sloven
不整洁的,slovenly
旋转,slue
懒鬼,sluggard
行动迟钝的,sluggish
水门,sluice
睡眠,slumber
昏昏欲睡的,slumberous
猛然落下,slump
含糊不清地讲,slur
略知,smattering
油渍,smear
熔解,smelt
玷污,smirch
假笑,smirk
无火焰地闷烧,smolder
覆盖,smother
自满的,smug
走私,smuggle
淫秽的,smutty
似蛇的,snaky
脾气暴燥的,snappish
精力充沛的,snappy
罗网,snare
纠缠,snarl
纠缠不清的,snarled
强夺,snatch
鬼鬼祟祟而行,sneak
秘密的,sneaking
嘲笑,sneer
讽刺的,snide
暗笑,snigger
剪,snip
铁剪,snips
势利小人,snob
势利眼的,snobbish
窥伺,snoop
雪堆,snowdrift
冷落,snub
温暖的,snug
挨近,snuggle
浸泡,soak
湿透的,soaked
清醒的,sober
节制,sobriety
浑名,sobriquet
社会名流,socialite
重击,sock
浸透了的,sodden
湿透的,soggy
弄脏,soil
逗留,sojourn
安慰．慰藉,solace
焊接,solder
文法错误,solecism
庄严,solemnity
恳求,solicit
恳求,solicitation
热切的,solicitous
团结,solidarity
自言自语,soliloquy
孤独的,solitary
孤独,solitude
单独的,solo
有偿债能力的,solvent
溶解力,solvency
肉体的,somatic
忧郁的,somber
思睡的,somnolent
奏鸣曲,sonata
宏亮的,sonorous
响亮,sonority
黑烟灰,soot
诡辩,sophism
诡辩,sophistry
老于世故的,sophisticated
催眠的,soporific
巫术,sorcery
卑鄙的,sordid
浸在水中,souse
纪念物,souvenir
最高统治者,sovereign
主权,sovereignty
母猪,sow
广阔的,spacious
金属亮片,spangle
打,spank
轻快的,spanking
节俭的,sparing
火花,spark
闪闪发光,sparkle
稀少的,sparse
简朴的,spartan
痉挛,spasm
痉挛的,spasmodic
口角,spat
把插入,spatchcock
大批,spate
抹刀,spatula
卵子,spawn
矛尖,spear
细微问题,specifics
范例,specimen
似是而非的,specious
似是而非,speciosity
小点,speck
壮观的,spectacular
鬼魂,specter
幽灵的,spectral
光谱,spectrum
沉思,speculate
思索,speculation
洞穴学,speleology
连续的一段时间,spell
挥金如土的,spendthrift
狮身人面像,sphinx
长钉,spike
细长的,spindly
没骨气的,spineless
未婚女人,spinster
针状的,spiny
螺旋,spiral
尖顶,spire
怨恨,spite
大而显眼的,splashy
脾气坏的,spleenish
壮观的,splendid
壮丽,splendor
脾气暴的,splenetic
接合,splice
夹板,splint
尖片,splinter
分裂,split
炫耀,splurge
幅条,spoke
像海绵的,spongy
自发的,spontaneous
自然,spontaneity
揶揄,spoof
足迹,spoor
不定时发生的,sporadic
炫耀,sport
喷出,spout
扭伤,sprain
伸展手足而卧,sprawl
嫩枝,sprig
愉快的,sprightly
洒水装置,sprinkler
点滴,sprinkling
全速奔跑,sprint
长出,sprout
云杉,spruce
勇气,spunk
假的,spurious
拒绝,spurn
污秽的,squalid
不洁,squalor
浪费,squander
压碎,squash
蹲下,squat
压制,squelch
刺伤,stab
断音的,staccato
蹒跚,stagger
令人吃惊的,staggering
不流动的,stagnant
不自然的,stagy
稳重的,staid
玷污,stain
柱子,stake
不新鲜的,stale
和棋局面,stalemate
隐伏跟踪,stalk
健壮的,stalwart
体力,stamina
口吃,stammer
制止,stanch
节,stanza
钉书钉,staple
钉书机,stapler
含淀粉的,starchy
时运不济的,star-crossed
僵硬的,stark
藏匿,stash
静态的,static
静止的,stationary
文具,stationery
雕像,statuary
小雕像,statuette
身高,stature
身份,status
法规,statute
法定的,statutory
浸泡,steep
尖塔,steeple
公牛,steer
n茎,stem
臭气,stench
用以刻写图案,stencil
极响亮的,stentorian
固定形式,stereotype
不孕的,sterile
使不育,sterilize
船尾,stern
听诊器,stethoscope
坚持细节之人,stickler
粘的,sticky
污蔑,stigmatize
小剑,stiletto
文章,stilted
兴奋剂,stimulant
刺痛,sting
吝啬的,stingy
发臭,stink
吝惜,stint
薪水,stipend
点画,stipple
v,stipulate
规定,stipulation
一针,stitch
普通的,stock
栅栏,stockade
矮胖的,stocky
艰涩难懂的,stodgy
坚忍克己之人,stoic
坚忍克己,stoicism
无动于衷的,stolid
吃得下,stomach
俯身,stoop
宝库,storehouse
肥胖的,stout
勇敢的,stouthearted
藏于轮船,stowaway
不自然的,strained
海峡,strait
困难,straits
搁浅的,stranded
扼杀,strangulation
谋略,stratagem
层化,stratify
地层,stratum
线条,streak
费力的,strenuous
有条纹的,striated
谴责,stricture
大步行走,stride
尖锐,stridency
尖声的,strident
纷争,strife
引人注目的,striking
adj严苛的,stringent
剥去,strip
条纹,stripe
年轻男子,stripling
漫步,stroll
巡回演出的,strolling
不新鲜的,stuffy
使昏迷,stun
极富魅力的,stunning
阻碍,stunt
特技演员,stuntman
茫然,stupefy
昏迷,stupor
强健的,sturdy
口吃,stutter
妨碍,stymie
征服,subdue
征服,subjugate
升华,sublimate
潜意识的,subliminal
沉没,submerge
服从,submission
恭顺的,submissive
附属的部下,subordinate
收买,suborn
传票,subpoena
捐助,subscribe
恭顺的,subservient
下陷,subside
辅助的,subsidiary
补助金,subsidy
独立存在的,substantive
代替品,substitute
基础,substratum
包含,subsume
诡计,subterfuge
地下的,subterranean
狡猾,subtlety
补助金,subvention
颠覆性的,subversive
颠覆,subvert
简明的,succinct
救助,succor
多汁的,succulent
屈从,succumb
表面粗糙的软皮革,suede
足够,suffice
足够的,sufficient
窒息而死,suffocate
选举权,suffrage
弥漫,suffuse
易受影响的,suggestible
求婚者,suitor
呕气的,sulky
忧郁的,sullen
玷污,sully
闷热的,sultry
概括地,summarily
分裂,sunder
各式各样,sundry
老迈的,superannuated
上乘的,superb
目中无人的,supercilious
表面的,superficial
多余的,superfluous
加在上面,superimpose
监督,superintend
天堂的,supernal
淘汰,supersede
迷信,superstition
仰卧的,supine
排挤,supplant
乞求者,supplicant
恳求,supplicate
猜想,supposition
过量,surfeit
波涛汹涌,surge
克服,surmount
鬼鬼祟祟的,surreptitious
代替品,surrogate
脆弱的感情,susceptibilities
悬念,suspense
承受,sustain
持久的,sustained
食物,sustenance
缝线缝合,suture
体态苗条的,svelte
大摇大摆地走,swagger
夸耀,swank
一群,swarm
黝黑的,swarthy
肿胀,swell
酷热的,sweltering
转向,swerve
冲洗,swill
诈骗,swindle
猪,swine
旋转,swirl
马屁精,sycophant
拍马的,sycophantic
教学纲要,syllabus
对称的,symmetrical
对称,symmetry
专题讨论家,symposium
使同步,synchronize
同时发生的,synchronous
词中省略,syncopate
同义的,synonymous
摘要,synopsis
摘要的,synoptic
综合的,synthetic
注射器,syringe
画面,tableau
高原,tableland
心照不宣的,tacit
沉默寡言的,taciturn
大头钉,tack
机智,tact
圆滑的,tactful
手段,tactic
有触觉的,tactile
n,tadpole
n,tailwind
玷污,taint
楚楚动人的,taking
避邪物,talisman
一致,tally
猛禽的锐爪,talon
铃鼓,tambourine
捣实,tamp
窜改,tamper
鞣,tan
制革工人,tanner
切线,tangent
切线的,tangential
可触摸的,tangible
探戈舞,tango
挑惹,tantalize
与⋯相等的,tantamount
勃然大怒,tantrum
挂毯,tapestry
缓慢的,tardy
莠草,tare
关税,tariff
山中的小湖或水潭,tarn
失去光泽,tarnish
防水布,tarpaulin
酸的,tart
流苏,tassel
衣衫褴褛的,tattered
嘲笑,taunt
拉紧的,taut
冗赘的,tautological
低级的,tawdry
分类学,taxonomy
奶嘴,teat
技术人员,technocrat
冗长的,tedious
单调乏味,tedium
充满,teem
滴酒不沾的,teetotal
心灵感应,telepathy
鲁莽,temerity
锻炼,temper
性情的,temperamental
自制,temperance
自制的,temperate
暴风雨,tempest
步调,tempo
时间的,temporal
短暂的,temporary
拖延,temporize
引诱,temptation
站得住脚的,tenable
坚忍不拔的,tenacious
坚持,tenacity
照料,tend
有偏见的,tendentious
提出,tender
信念,tenet
男高音,tenor
试探性的,tentative
细薄的,tenuous
任期,tenure
微温的,tepid
可终止的,terminable
终止,terminate
术语,terminology
火车,terminus
白蚁,termite
舞蹈的,terpsichorean
一层梯田,terrace
地势,terrain
泥龟,terrapin
地球的,terrestrial
简洁的,terse
遗嘱,testament
见证,testify
证明书,testimonial
证言,testimony
性急的,testy
原文,text
质地,texture
茅草屋顶,thatch
解冻,thaw
戏剧的,theatrical
一神论,theism
神权政治,theocracy
神学,theology
治病的,therapeutic
疗法,therapy
戏剧的,thespian
树丛,thicket
奴隶,thrall
鞭打,thrash
磨破的,threadbare
挽歌,threnody
节省的,thrifty
嗓子沙哑的,throaty
一大群,throng
掐脖子,throttle
猛力推,thrust
阻挠,thwart
棘手的问题,tickler
吵嘴,tiff
倾斜倾斜,tilt
木材,timber
音色,timbre
适时的,timely
胆小的,timorous
火绒,tinder
尖端的,tined
长篇的攻击性演说,tirade
巨人的,titanic
有名无实的,titular
谄媚者,toady
辛苦,toil
音质,tonality
夹子,tongs
增进健康之物,tonic
地形学,topography
倾覆,topple
表层土,topsoil
飓风,tornado
懒散的,torpid
有气无力,torpor
转矩,torque
酷热的,torrid
躯干,torso
弯弯曲曲的,tortuous
酷刑,torture
极权主义的,totalitarian
全部,totality
图腾,totem
摇摇欲坠,totter
敏感的,touchy
男用假发,toupee
比赛,tournament
止血带,tourniquet
弄乱,tousle
招徕顾客,tout
耸立的,towering
有毒的,toxic
毒素,toxin
不认真考虑,toy
易于驾御的,tractable
拖拉,traction
中伤,traduce
悲剧女演员,tragedienne
卖国贼,traitor
弹道轨道,trajectory
束缚,trammel
重步走,tramp
踩坏,trample
宁静的,tranquil
镇定剂,tranquillizer
办理,transaction
超越,transcend
超越,transcendence
超越经验的,transcendental
抄写,transcribe
美观,transfigure
将⋯变形,transform
输血,transfuse
冒犯,transgress
短暂的,transient
短暂的,transitory
过渡时期,transition
半透明的,translucent
传送,transmit
变得古怪,transmogrify
变化,transmute
透明的,transparent
废物,trash
精神创伤,trauma
