あいかわらず,相変わらず
ながめる,眺める
なかゆび,中指
なかよし,仲良し
ながれ,流れ
ながれる,流れる
なぐさめる,慰める
なげく,嘆く
なげだす,投げ出す
なげる,投げる
なこうど,仲人
なごやか,和やか
なごり,名残
なさけ,情け
なさけぶかい,情け深い
なぞなぞ,謎謎
なだかい,名高い
なだれ,雪崩
なつかしい,懐かしい
なつく,懐く
なづける,名付ける
なっとく,納得
なでる,撫でる
ななつ,七つ
ななめ,斜め
なにげない,何気ない
なになに,何々
なにぶん,何分
なのか,七日
なふだ,名札
なまえ,名前
なまぐさい,生臭い
なまける,怠ける
なまぬるい,生温い
なまみ,生身
なみ,並み
なみき,並木
なめらか,滑らか
なめる,嘗める
なやましい,悩ましい
なやます,悩ます
なやみ,悩み
なやむ,悩む
ならす,鳴らす
ならびに,並びに
ならぶ,並ぶ
ならべる,並べる
なりたつ,成り立つ
なる,生る
なる,鳴る
なるほど,成る程
なれ,慣れ
なれなれしい,馴れ馴れしい
なんきょく,南極
なんだか,何だか
なんで,何で
なんでも,何でも
なんと,何と
なんよとか,何とか
なんべい,南米
なんぼく,南北
にあう,似合う
におい,匂い
におう,匂う
にがい,苦い
にがす,逃がす
にがて,苦手
にかよう,似通う
にきび,にきび
にぎやか,賑やか
にぎる,握る
にぎわう,賑わう
にくい,憎い
にくしみ,憎しみ
にくしん,肉親
にくたい,肉体
にくむ,憎む
にくらしい,憎らしい
にげだす,逃げ出す
にげる,逃げる
にごる,濁る
にしび,西日
にじむ,滲む
にせもの,贋物
にちじ,日時
にちじょう,日常
にちや,日夜
にっか,日課
にっき,日記
にづくり,荷造り
にっこう,日光
にっちゅう,日中
にってい,日程
にほん,日本
になう,担う
にぶい,鈍い
にぶる,鈍る
にもつ,荷物
にゅういん,入院
にゅうがく,入学
にゅうしゃ,入社
にゅうしゅ,入手
にゅうしょう,入賞
にゅうじょう,入場
にゅうよく,入浴
にょうぼう,女房
にらむ,睨む
にる,似る
にる,煮る
にわか,俄か
にんき,人気
にんぎょう,人形
にんげん,人間
にんしき,認識
にんじょう,人情
にんしん,妊娠
にんむ,任務
にんめい,任命
ぬう,縫う
ぬかす,抜かす
ぬく,抜く
ぬぐ,脱ぐ
ぬけだす,抜け出す
ぬける,抜ける
ぬすみ,盗み
ぬすむ,盗む
ぬらす,濡らす
ぬる,塗る
ぬるい,温い
ぬれる,濡れる
げんしゅく,厳粛
ねいろ,音色
ねうち,値打ち
ねかせる,寝かせる
ねじれる,捩れる
ねじる,捩る
かいめい,解明
ねたむ,妬む
ねだん,値段
ねつい,熱意
ねっしん,熱心
ねっする,熱する
ねったい,熱帯
ねっちゅう,熱中
ねっとう,熱湯
ねつりょう,熱量
ねばり,粘り
ねばる,粘る
ねびき,値引き
ねぼう,寝坊
ねまわし,根回し
ねむい,眠い
ねむたい,眠たい
ねむる,眠る
ねらい,狙い
ねらう,狙う
ねる,寝る
ねる,練る
ねんが,年賀
ねんかん,年間
ねんかん,年鑑
ねんがん,念願
ねんごう,年号
ねんじゅう,年中
ねんしょう,燃焼
ねんだい,年代
ねんちょう,年長
ねんど,年度
ねんりょう,燃料
ねんりん,年輪
ねんれい,年齢
ぶしょ,部署
のうか,農家
のうぎょう,農業
のうこう,農耕
のうさんぶつ,農産物
のうじょう,農場
のうそん,農村
のうち,農地
のうど,濃度
のうにゅう,納入
のうみん,農民
のうやく,農薬
のうりつ,能率
のうりょく,能力
のがす,逃す
のがれる,逃れる
のきなみ,軒並み
のこす,残す
のこらず,残らず
のこり,残り
のこる,残る
のせる,乗せる
のせる,載せる
のぞましい,望ましい
のぞみ,望み
のぞむ,望む
のぞむ,臨む
のっとる,乗っ取る
ののしる,罵る
のぼり,上り
のみこむ,飲み込む
のむ,飲む
のりかえ,乗り換え
のりかえる,乗り換える
のりこし,乗り越し
のりこむ,乗り込む
のる,乗る
のる,載る
のんき,呑気
ばあい,場合
はあく,把握
はいいろ,灰色
はいき,廃棄
はいきゅう,配給
ばいきん,黴菌
はいく,俳句
はいぐうしゃ,配偶者
はいけい,拝啓
はいけい,背景
はいけん,拝見
はいご,背後
はいざら,灰皿
はいし,廃止
はいしゃく,拝借
はいじょ,排除
ばいしょう,賠償
はいすい,排水
はいせん,敗戦
はいたつ,配達
はいち,配置
ばいてん,売店
ばいばい,売買
はいふ,配布
はいぶん,配分
はいぼく,敗北
はいゆう,俳優
ばいりつ,倍率
はいりょ,配慮
はいる,入る
はいれつ,配列
はう,這う
はえる,生える
はえる,映える
ばか,馬鹿
はかい,破壊
はがき,葉書
はがす,剥がす
はかせ,博士
はかどる,捗る
はかる,諮る
はかる,図る
はき,破棄
はきけ,吐気
はく,履く
はく,掃く
はく,吐く
はぐ,剥ぐ
はくがい,迫害
はくじゃく,薄弱
はくしゅ,拍手
はくじょう,白状
ばくぜん,漠然
ばくだい,莫大
ばくだん,爆弾
ばくは,爆破
ばくはつ,爆発
はくぶつかん,博物館
はぐるま,歯車
ばくろ,暴露
はげしい,激しい
はげます,励ます
はげむ,励む
はげる,剥げる
ばける,化ける
はけん,派遣
はこぶ,運ぶ
はさまる,挟まる
はさみ,挟み
はさん,破産
はじく,弾く
はしご,梯子
はじまり,始まり
はじまる,始まる
はじめて,初めて
はじめる,始める
ばしょ,場所
はじらう,恥らう
はしる,走る
はじる,恥じる
はしわたし,橋渡し
はずかしい,恥ずかしい
はずす,外す
はずむ,弾む
はずれる,外れる
はそん,破損
はだぎ,肌着
はだし,裸足
はたして,果たして
はたす,果たす
はたち,二十歳
はたらき,働き
はたらく,働く
はちみつ,蜂蜜
はついく,発育
はつおん,発音
はつか,二十日
はつが,発芽
はっき,発揮
はっくつ,発掘
はっけん,発見
はつげん,発言
はっこう,発行
はっしゃ,発車
はっしゃ,発射
ばっする,罰する
はっせい,発生
はっそう,発想
はったつ,発達
はってん,発展
はつでん,発電
はつばい,発売
はっぴょう,発表
はつびょう,発病
はつみみ,初耳
はつめい,発明
はで,派手
はてる,果てる
はなしあい,話し合い
はなしあう,話し合う
はなしかける,話し掛ける
はなしちゅう,話中
はなはだ,甚だ
はなはだしい,甚だしい
はなばなしい,華々しい
はなび,花火
はなみ,花見
はなやか,華やか
はなよめ,花嫁
はね,羽・羽根
はねる,跳ねる
ははおや,母親
はばむ,阻む
はぶく,省く
はへん,破片
はまべ,浜辺
はみがき,歯磨
ばめん,場面
はやくち,早口
はやす,生やす
はやめる,早める
はやる,流行る
はらいこむ,払い込む
はらいもどす,払い戻す
はらう,払う
はらだち,腹立ち
はらっぱ,原っぱ
はりがね,針金
はりがみ,張紙
はりきる,張り切る
はるか,遥か
はれ,晴れ
はれつ,破裂
はれる,晴れる
はれる,腫れる
はんい,範囲
はんえい,反映
はんえい,繁栄
はんが,版画
はんかん,反感
はんきょう,反響
はんけい,半径
はんげき,反撃
はんけつ,判決
はんこ,判子
はんこう,反抗
ばんごう,番号
はんざい,犯罪
ばんざい,万歳
はんじ,判事
はんしゃ,反射
はんじょう,繁盛
はんしょく,繁殖
はんする,はんする
はんせい,反省
はんたい,反対
はんだん,判断
ばんち,番地
はんてい,判定
はんとう,半島
はんにん,犯人
ばんにん,万人
ばんねん,晩年
はんのう,反応
ばんのう,万能
はんば,半端
はんばい,販売
はんばつ,反発
はんぶん,半分
はんらん,反乱
はんらん,氾濫
ひあたり,日当
ひえる,冷える
ひがい,被害
ひかえしつ,控室
ひがえり,日帰り
ひかえる,控える
ひかく,比較
ひかくてき,比較的
ひかげ,日陰
ひかる,光る
ひかん,悲観
ひきあげる,引き上げる
ひきいる,率いる
ひきうける,引き受ける
ひきおこす,引き起こす
ひきかえす,引き返す
ひきさげる,引き下げる
ひきざん,引算
ひきずる,引きずる
ひきだし,引き出し
ひきだす,引き出す
ひきとめる,引き止める
ひきとる,引き取る
ひきょう,卑怯
ひきわけ,引き分け
ひく,引く
ひく,轢く
ひくい,低い
ひげき,悲劇
ひけつ,否決
ひこう,飛行
ひこう,非行
ひこうじょう,飛行場
ひごろ,日頃
ひざし,陽射
ひさしい,久しい
ひさしぶり,久し振り
ひさん,悲惨
ひじゅう,比重
びじゅつ,美術
ひしょ,秘書
ひじょう,非常
びしょう,微笑
びじん,美人
ひずむ,歪む
ひそか,密か
ひたす,浸す
ひだりきき,左利き
ひっかかる,引っ掛かる
ひっかく,引っ掻く
ひっかける,引っ掛ける
ひっき,筆記
ひっくりかえす,引っ繰り返す
ひっくりかえる,引っ繰り返る
ひづけ,日付
ひっこし,引越し
ひっこす,引っ越す
ひっこむ,引っ込む
ひっし,必死
ひっしゃ,筆者
ひっしゅう,必修
ひつじゅひん,必需品
ひつぜん,必然
ひってき,匹敵
ひっぱる,引っ張る
ひつよう,必要
ひてい,否定
ひといき,一息
ひとかげ,人影
ひとがら,人柄
ひとこと,一言
ひとごみ,人込み
ひところ,一頃
ひとさしゆび,人差指
ひとしい,等しい
ひとじち,人質
ひとすじ,一筋
ひとつ,一つ
ひととおり,一通り
ひとどおり,人通り
ひとめ,人目
ひとやすみ,一休み
ひどり,日取
ひとりごと,独り言
ひとりひとり,一人一人
ひなまつり,雛祭
ひなた,日向
ひなん,非難
ひなん,避難
ひにく,皮肉
ひにち,日にち
ひねる,捻る
ひのいり,日の入り
ひので,日の出
ひのまる,日の丸
ひばな,火花
ひはん,批判
ひびき,響き
ひびく,響く
ひひょう,批評
ひふ,皮膚
ひみつ,秘密
びみょう,微妙
ひめい,悲鳴
ひやかす,冷やかす
ひやけ,日焼け
ひやす,冷やす
ひよう,費用
びよう,美容
びょういん,病院
ひょうか,評価
びょうき,病気
ひょうげん,表現
ひょうご,標語
ひょうし,表紙
ひょうしき,標識
びょうしゃ,描写
ひょうじゅん,標準
ひょうじょう,表情
びょうどう,平等
ひょうばん,評判
ひょうほん,標本
ひょうめん,表面
ひょうろん,評論
ひらがな,平仮名
ひらたい,平たい
ひりつ,比率
ひりょう,肥料
びりょう,微量
ひるね,昼寝
ひるま,昼間
ひるめし,昼飯
ひれい,比例
ひろい,広い
ひろう,拾う
ひろう,疲労
ひろさ,広さ
ひろば,広場
ひろびろ,広々
ひろまる,広まる
ひろめる,広める
びんかん,敏感
ひんこん,貧困
ひんしつ,品質
ひんじゃく,貧弱
ひんしゅ,品種
びんせん,便箋
びんづめ,瓶詰
ひんぱん,頻繁
びんぼう,貧乏
ふあん,不安
ふい,不意
ふうけい,風景
ふうさ,封鎖
ふうしゃ,風車
ふうしゅう,風習
ふうせん,風船
ふうぞく,風俗
ふうど,風土
ふうとう,封筒
ふうふ,夫婦
ふうん,不運
ふか,不可
ぶか,部下
ふかい,深い
ふかけつ,不可欠
ふかまる,深まる
ふかめる,深める
ぶき,武器
ふきそく,不規則
ふきつ,不吉
ふきゅう,普及
ふきょう,不況
ふきん,付近
ふきん,布巾
ふく,吹く
ふく,拭く
ふくごう,複合
ふくざつ,複雑
ふくし,副詞
ふくし,福祉
ふくしゃ,複写
ふくしゅう,復習
ふくすう,複数
ふくそう,服装
ふくむ,含む
ふくめる,含める
ふくめん,覆面
ふくらます,膨らます
ふくらむ,膨らむ
ふくれる,膨れる
ふけいき,不景気
ふけつ,不潔
ふける,更ける
ふける,老ける
ふこう,不幸
ふごう,符号
ふごう,富豪
ふこく,布告
ふさい,夫妻
ふさい,負債
ふざい,不在
ふさがる,塞がる
ふさぐ,塞ぐ
ぶさた,無沙汰
ぶし,武士
ぶじ,無事
ふしぎ,不思議
ぶしゅ,部首
ふじゆう,不自由
ふじゅん,不順
ふしょう,負傷
ぶじょく,侮辱
ふしん,不審
ふしん,不振
ふじん,夫人
ふじん,婦人
ふせい,不正
ふせぐ,防ぐ
ぶそう,武装
ふそく,不足
ふぞく,付属
ぶたい,舞台
ふたご,双子
ふたたび,再び
ふたつ,二つ
ふたり,二人
ふたん,負担
ふだん,普段
ふちょう,不調
ふつう,普通
ふつう,不通
ふつか,二日
ぶっか,物価
ふっかつ,復活
ぶつぎ,物議
ふっきゅう,復旧
ふっこう,復興
ぶっし,物資
ぶっしつ,物質
ぶっそう,物騒
ぶつぞう,仏像
ぶったい,物体
ふっとう,沸騰
ぶつり,物理
ふとい,太い
ふとう,不当
ふどうさん,不動産
ふとる,太る
ふとん,布団
ふなびん,船便
ぶなん,無難
ふにん,赴任
ふはい,腐敗
ふひょう,不評
ぶひん,部品
ふぶき,吹雪
ふふく,不服
ぶぶん,部分
ふへい,不平
ふへん,普遍
ふべん,不便
ふぼ,父母
ふまえる,踏まえる
ふまん,不満
ふみきり,踏切
ふみこむ,踏み込む
ふむ,踏む
ふめい,不明
